Rep,SampID,replicate,Cruise,Compound,min.area.flag,blk.lod.flag,smp.remove,Diss.Conc.nM,Diss.Nmol.C,Diss.Nmol.N,LOD.nM,LOD.nM.blk.sub
220623_Smp_MU3_B,MU3,B,KM1906,Betonicine,NA,NA,NA,0.03666249738876329,0.25663748172134304,0.03666249738876329,0.00232131803192975,5.139522279937099e-4
220623_Smp_MU3_C,MU3,C,KM1906,Betonicine,NA,NA,NA,0.03963933915367844,0.27747537407574907,0.03963933915367844,0.00232131803192975,5.139522279937099e-4
220623_Smp_MU4_A,MU4,A,KM1906,Betonicine,NA,NA,NA,0.021670593542045098,0.1516941547943157,0.021670593542045098,0.00232131803192975,5.139522279937099e-4
220623_Smp_MU4_B,MU4,B,KM1906,Betonicine,NA,NA,NA,0.030902841839100068,0.21631989287370046,0.030902841839100068,0.00232131803192975,5.139522279937099e-4
220623_Smp_MU4_C,MU4,C,KM1906,Betonicine,NA,NA,NA,0.02718735476387021,0.19031148334709147,0.02718735476387021,0.00232131803192975,5.139522279937099e-4
220623_Smp_MU5_A,MU5,A,KM1906,Betonicine,NA,NA,NA,0.02256447316392132,0.15795131214744923,0.02256447316392132,0.00232131803192975,5.139522279937099e-4
220623_Smp_MU5_B,MU5,B,KM1906,Betonicine,NA,NA,NA,0.02651136338058929,0.18557954366412502,0.02651136338058929,0.00232131803192975,5.139522279937099e-4
220623_Smp_MU5_C,MU5,C,KM1906,Betonicine,NA,NA,NA,0.02646562549970949,0.18525937849796642,0.02646562549970949,0.00232131803192975,5.139522279937099e-4
220623_Smp_MU6_A,MU6,A,KM1906,Betonicine,NA,NA,NA,0.021531395711215588,0.1507197699785091,0.021531395711215588,0.00232131803192975,5.139522279937099e-4
220623_Smp_MU6_B,MU6,B,KM1906,Betonicine,NA,NA,NA,0.04971740905271041,0.3480218633689729,0.04971740905271041,0.00232131803192975,5.139522279937099e-4
220623_Smp_MU6_C,MU6,C,KM1906,Betonicine,NA,NA,NA,0.02858200212076012,0.20007401484532084,0.02858200212076012,0.00232131803192975,5.139522279937099e-4
220623_Smp_MU7_A,MU7,A,KM1906,Betonicine,NA,NA,NA,0.03071854472801975,0.21502981309613825,0.03071854472801975,0.00232131803192975,5.139522279937099e-4
220623_Smp_MU7_B,MU7,B,KM1906,Betonicine,NA,NA,NA,0.030576645579870082,0.21403651905909057,0.030576645579870082,0.00232131803192975,5.139522279937099e-4
220623_Smp_MU7_C,MU7,C,KM1906,Betonicine,NA,NA,NA,0.045382873586080216,0.3176801151025615,0.045382873586080216,0.00232131803192975,5.139522279937099e-4
220623_Smp_MU8_A,MU8,A,KM1906,Betonicine,NA,NA,NA,0.0772387772116187,0.5406714404813309,0.0772387772116187,0.00232131803192975,5.139522279937099e-4
220623_Smp_MU8_B,MU8,B,KM1906,Betonicine,NA,NA,NA,0.03136380719774026,0.21954665038418184,0.03136380719774026,0.00232131803192975,5.139522279937099e-4
220623_Smp_MU8_C,MU8,C,KM1906,Betonicine,NA,NA,NA,0.03756570596235012,0.2629599417364509,0.03756570596235012,0.00232131803192975,5.139522279937099e-4
220623_Smp_MU9_A,MU9,A,KM1906,Betonicine,NA,NA,NA,0.02433680056822668,0.17035760397758676,0.02433680056822668,0.00232131803192975,5.139522279937099e-4
220623_Smp_MU9_B,MU9,B,KM1906,Betonicine,NA,NA,NA,0.040083057687613846,0.28058140381329694,0.040083057687613846,0.00232131803192975,5.139522279937099e-4
220623_Smp_MU9_C,MU9,C,KM1906,Betonicine,NA,NA,NA,0.02558380394825257,0.17908662763776798,0.02558380394825257,0.00232131803192975,5.139522279937099e-4
220623_Smp_MU1_A,MU1,A,KM1906,Dimethylsulfonioacetate,NA,NA,NA,0.21491955534552337,0.8596782213820935,NA,1.664494712290494e-4,1.0661860450401366e-4
220623_Smp_MU1_B,MU1,B,KM1906,Dimethylsulfonioacetate,NA,NA,NA,0.24837741058111631,0.9935096423244653,NA,1.664494712290494e-4,1.0661860450401366e-4
220623_Smp_MU1_C,MU1,C,KM1906,Dimethylsulfonioacetate,NA,NA,NA,0.222842609765173,0.891370439060692,NA,1.664494712290494e-4,1.0661860450401366e-4
220623_Smp_MU10_A,MU10,A,KM1906,Dimethylsulfonioacetate,NA,NA,NA,8.941400092972607,35.76560037189043,NA,1.664494712290494e-4,1.0661860450401366e-4
220623_Smp_MU10_B,MU10,B,KM1906,Dimethylsulfonioacetate,NA,NA,NA,4.150191454480381,16.600765817921523,NA,1.664494712290494e-4,1.0661860450401366e-4
220623_Smp_MU10_C,MU10,C,KM1906,Dimethylsulfonioacetate,NA,NA,NA,3.4586257553334403,13.834503021333761,NA,1.664494712290494e-4,1.0661860450401366e-4
220623_Smp_MU11_A,MU11,A,KM1906,Dimethylsulfonioacetate,NA,NA,NA,2.2028776803318206,8.811510721327283,NA,1.664494712290494e-4,1.0661860450401366e-4
220623_Smp_MU11_B,MU11,B,KM1906,Dimethylsulfonioacetate,NA,NA,NA,2.664245389873662,10.656981559494648,NA,1.664494712290494e-4,1.0661860450401366e-4
220623_Smp_MU11_C,MU11,C,KM1906,Dimethylsulfonioacetate,NA,NA,NA,2.4095365965238016,9.638146386095206,NA,1.664494712290494e-4,1.0661860450401366e-4
220623_Smp_MU12_A,MU12,A,KM1906,Dimethylsulfonioacetate,NA,NA,NA,5.630004561850208,22.52001824740083,NA,1.664494712290494e-4,1.0661860450401366e-4
220623_Smp_MU12_B,MU12,B,KM1906,Dimethylsulfonioacetate,NA,NA,NA,3.344374192811708,13.377496771246832,NA,1.664494712290494e-4,1.0661860450401366e-4
220623_Smp_MU12_C,MU12,C,KM1906,Dimethylsulfonioacetate,NA,NA,NA,6.1307155289710495,24.522862115884198,NA,1.664494712290494e-4,1.0661860450401366e-4
220623_Smp_MU13_A,MU13,A,KM1906,Dimethylsulfonioacetate,NA,NA,NA,0.6753810117250428,2.7015240469001713,NA,1.664494712290494e-4,1.0661860450401366e-4
220623_Smp_MU13_B,MU13,B,KM1906,Dimethylsulfonioacetate,NA,NA,NA,0.7171581915178514,2.8686327660714057,NA,1.664494712290494e-4,1.0661860450401366e-4
220623_Smp_MU13_C,MU13,C,KM1906,Dimethylsulfonioacetate,NA,NA,NA,3.6730361084165204,14.692144433666082,NA,1.664494712290494e-4,1.0661860450401366e-4
220623_Smp_MU14_A,MU14,A,KM1906,Dimethylsulfonioacetate,NA,NA,NA,1.796717346817604,7.186869387270416,NA,1.664494712290494e-4,1.0661860450401366e-4
220623_Smp_MU14_B,MU14,B,KM1906,Dimethylsulfonioacetate,NA,NA,NA,2.126258046696966,8.505032186787863,NA,1.664494712290494e-4,1.0661860450401366e-4
220623_Smp_MU14_C,MU14,C,KM1906,Dimethylsulfonioacetate,NA,NA,NA,1.9416530799671115,7.766612319868446,NA,1.664494712290494e-4,1.0661860450401366e-4
220623_Smp_MU15_A,MU15,A,KM1906,Dimethylsulfonioacetate,NA,NA,NA,1.8492852409946994,7.3971409639787975,NA,1.664494712290494e-4,1.0661860450401366e-4
220623_Smp_MU15_B,MU15,B,KM1906,Dimethylsulfonioacetate,NA,NA,NA,2.2092833841264916,8.837133536505966,NA,1.664494712290494e-4,1.0661860450401366e-4
220623_Smp_MU15_C,MU15,C,KM1906,Dimethylsulfonioacetate,NA,NA,NA,1.6845384508175516,6.738153803270206,NA,1.664494712290494e-4,1.0661860450401366e-4
220623_Smp_MU16_A,MU16,A,KM1906,Dimethylsulfonioacetate,NA,NA,NA,1.2630122277344107,5.052048910937643,NA,1.664494712290494e-4,1.0661860450401366e-4
220623_Smp_MU16_B,MU16,B,KM1906,Dimethylsulfonioacetate,NA,NA,NA,1.0334092544117688,4.133637017647075,NA,1.664494712290494e-4,1.0661860450401366e-4
220623_Smp_MU16_C,MU16,C,KM1906,Dimethylsulfonioacetate,NA,NA,NA,3.6469489577084944,14.587795830833977,NA,1.664494712290494e-4,1.0661860450401366e-4
220623_Smp_MU17_A,MU17,A,KM1906,Dimethylsulfonioacetate,NA,NA,NA,1.8795159585541281,7.5180638342165125,NA,1.664494712290494e-4,1.0661860450401366e-4
220623_Smp_MU17_B,MU17,B,KM1906,Dimethylsulfonioacetate,NA,NA,NA,1.8571705798984275,7.42868231959371,NA,1.664494712290494e-4,1.0661860450401366e-4
220623_Smp_MU2_A,MU2,A,KM1906,Dimethylsulfonioacetate,NA,NA,NA,0.25021280400190693,1.0008512160076277,NA,1.664494712290494e-4,1.0661860450401366e-4
220623_Smp_MU2_B,MU2,B,KM1906,Dimethylsulfonioacetate,NA,NA,NA,0.2878967431692838,1.1515869726771353,NA,1.664494712290494e-4,1.0661860450401366e-4
220623_Smp_MU2_C,MU2,C,KM1906,Dimethylsulfonioacetate,NA,NA,NA,0.2877085397390827,1.150834158956331,NA,1.664494712290494e-4,1.0661860450401366e-4
220623_Smp_MU3_A,MU3,A,KM1906,Dimethylsulfonioacetate,NA,NA,NA,0.34217545581353526,1.368701823254141,NA,1.664494712290494e-4,1.0661860450401366e-4
220623_Smp_MU3_B,MU3,B,KM1906,Dimethylsulfonioacetate,NA,NA,NA,0.42088593449595924,1.683543737983837,NA,1.664494712290494e-4,1.0661860450401366e-4
220623_Smp_MU3_C,MU3,C,KM1906,Dimethylsulfonioacetate,NA,NA,NA,0.38299453062647637,1.5319781225059055,NA,1.664494712290494e-4,1.0661860450401366e-4
220623_Smp_MU4_A,MU4,A,KM1906,Dimethylsulfonioacetate,NA,NA,NA,0.3667356738756833,1.4669426955027332,NA,1.664494712290494e-4,1.0661860450401366e-4
220623_Smp_MU4_B,MU4,B,KM1906,Dimethylsulfonioacetate,NA,NA,NA,0.352784591412694,1.411138365650776,NA,1.664494712290494e-4,1.0661860450401366e-4
220623_Smp_MU4_C,MU4,C,KM1906,Dimethylsulfonioacetate,NA,NA,NA,0.29891298135217875,1.195651925408715,NA,1.664494712290494e-4,1.0661860450401366e-4
220623_Smp_MU5_A,MU5,A,KM1906,Dimethylsulfonioacetate,NA,NA,NA,0.35834787245331245,1.4333914898132498,NA,1.664494712290494e-4,1.0661860450401366e-4
220623_Smp_MU5_B,MU5,B,KM1906,Dimethylsulfonioacetate,NA,NA,NA,0.4203638596480794,1.6814554385923175,NA,1.664494712290494e-4,1.0661860450401366e-4
220623_Smp_MU5_C,MU5,C,KM1906,Dimethylsulfonioacetate,NA,NA,NA,0.4663584711470624,1.8654338845882497,NA,1.664494712290494e-4,1.0661860450401366e-4
220623_Smp_MU6_A,MU6,A,KM1906,Dimethylsulfonioacetate,NA,NA,NA,0.49995176683800446,1.9998070673520179,NA,1.664494712290494e-4,1.0661860450401366e-4
220623_Smp_MU6_B,MU6,B,KM1906,Dimethylsulfonioacetate,NA,NA,NA,0.7958410418502248,3.183364167400899,NA,1.664494712290494e-4,1.0661860450401366e-4
220623_Smp_MU6_C,MU6,C,KM1906,Dimethylsulfonioacetate,NA,NA,NA,0.5356614006108782,2.1426456024435128,NA,1.664494712290494e-4,1.0661860450401366e-4
220623_Smp_MU7_A,MU7,A,KM1906,Dimethylsulfonioacetate,NA,NA,NA,0.48020740461044004,1.9208296184417601,NA,1.664494712290494e-4,1.0661860450401366e-4
220623_Smp_MU7_B,MU7,B,KM1906,Dimethylsulfonioacetate,NA,NA,NA,0.5626430905693457,2.2505723622773828,NA,1.664494712290494e-4,1.0661860450401366e-4
220623_Smp_MU7_C,MU7,C,KM1906,Dimethylsulfonioacetate,NA,NA,NA,0.616251417085485,2.46500566834194,NA,1.664494712290494e-4,1.0661860450401366e-4
220623_Smp_MU8_A,MU8,A,KM1906,Dimethylsulfonioacetate,NA,NA,NA,0.6764280809556922,2.7057123238227687,NA,1.664494712290494e-4,1.0661860450401366e-4
220623_Smp_MU8_B,MU8,B,KM1906,Dimethylsulfonioacetate,NA,NA,NA,0.79610603580385,3.1844241432154,NA,1.664494712290494e-4,1.0661860450401366e-4
220623_Smp_MU8_C,MU8,C,KM1906,Dimethylsulfonioacetate,NA,NA,NA,0.7455481940499583,2.9821927761998333,NA,1.664494712290494e-4,1.0661860450401366e-4
220623_Smp_MU9_A,MU9,A,KM1906,Dimethylsulfonioacetate,NA,NA,NA,0.5673749098667421,2.2694996394669684,NA,1.664494712290494e-4,1.0661860450401366e-4
220623_Smp_MU9_B,MU9,B,KM1906,Dimethylsulfonioacetate,NA,NA,NA,1.468158222792496,5.872632891169984,NA,1.664494712290494e-4,1.0661860450401366e-4
220623_Smp_MU9_C,MU9,C,KM1906,Dimethylsulfonioacetate,NA,NA,NA,0.5015818456375248,2.0063273825500993,NA,1.664494712290494e-4,1.0661860450401366e-4
220623_Smp_MU1_A,MU1,A,KM1906,Dimethylsulfoniopropionate,NA,NA,NA,3.145185490798369,15.725927453991845,NA,0.00118173336978331,0.00118173336978331
220623_Smp_MU1_B,MU1,B,KM1906,Dimethylsulfoniopropionate,NA,NA,NA,1.7796171874247524,8.898085937123762,NA,0.00118173336978331,0.00118173336978331
220623_Smp_MU1_C,MU1,C,KM1906,Dimethylsulfoniopropionate,NA,NA,NA,1.7958027985239895,8.979013992619947,NA,0.00118173336978331,0.00118173336978331
220623_Smp_MU10_A,MU10,A,KM1906,Dimethylsulfoniopropionate,NA,NA,NA,2.145686042235967,10.728430211179836,NA,0.00118173336978331,0.00118173336978331
220623_Smp_MU10_B,MU10,B,KM1906,Dimethylsulfoniopropionate,NA,NA,NA,6.279562375503354,31.39781187751677,NA,0.00118173336978331,0.00118173336978331
